Company name,Job Description,Job Role,Skills,Location,Updated
krazy mantra hr solutions,Hiring For Python LeadPython LeadDesired ProfileSkills:PythonPython web frameworkORM  ( Object Relational Mapper )  librariesFront-end technologies su...,Hiring For Python Lead,"python, python, web, framework, orm, javascript, html5, css3, sql",Gurgaon,1 day ago
krazy mantra hr solutions,"Hiring For Python Backend Engineer Job Description Python Backend Engineer Desired Profile Skills : Python ,  building RESTful with Python FastAPI ,  ...",Hiring For Python Backend Engineer,"python, restful, with, python, fastapi, sql, /, nosql, databases, designing, ml, algorithms, nlp, information, technology, git, devops",Bengaluru / Bangalore,1 day ago
Magic Finserv,"Python Automation Engineer Location: NoidaExperience Required: 2-5 YearsJob Description:-Understand and Experience Capital market Domain ,  Bonds ,  A...",Python Automation Engineer,"python, machine, learning, artificial, intelligence",Noida/Greater Noida,few days ago
Span Idea Systems Pvt Ltd,"Job Description Expert in Python ,  with knowledge of at least one Python web framework such as Django ,  Flask ,  etc.Familiarity with some ORM  ( Ob...",PYTHON DEVELOPER  DJANGO / FLASK,"security, compliance, python, html5, mobile, javascript, django",Bengaluru / Bangalore,1 day ago
Span Idea Systems Pvt Ltd,"Job Description Expert in Python ,  with knowledge of at least one Python web framework such as Django ,  Flask ,  etc.Familiarity with some ORM  ( Ob...",PYTHON DEVELOPER  DJANGO / FLASK,"security, compliance, python, html5, mobile, javascript, django",,1 day ago
krazy mantra hr solutions,"Hiring For Python Lead DeveloperPython Lead Developer Desired ProfileSkills: Python  Django OR Flask ,  Oracle - PL / SQL ,  Unix  ,  Python ,  its li...",Hiring For Python Lead Developer,"python, django, /, flask, oracle, pl, /, sql, unix, ui, programming","Chennai,  Pune",1 day ago
Span Idea Systems Pvt Ltd,Job Description Work with back-end development and server-side engineering. Design and architect features that will be used by millions of people on r...,PYTHON DEVELOPER  SERVER SIDE,"python, software, design, machine, learning, django, postgresql, cassandra, distributed, databases",,1 day ago
TAURUS HARD SOFT SOLUTIONS,"Company Description Taurus Hard Soft Solutions Pvt Ltd. is a Private Limited Company. ""Technology  &  Service at your Reach""-That is more than just a ...","Hiring java , python specialist","python, c, debugging, java, programming",Bengaluru / Bangalore,few days ago
TAURUS HARD SOFT SOLUTIONS,"Company Description Taurus Hard Soft Solutions Pvt Ltd. is a Private Limited Company. ""Technology  &  Service at your Reach""-That is more than just a ...",java progmmer - python,"python, c, debugging, java, programming",Bengaluru / Bangalore,few days ago
TAURUS HARD SOFT SOLUTIONS,"Company Description Taurus Hard Soft Solutions Pvt Ltd. is a Private Limited Company. ""Technology  &  Service at your Reach""-That is more than just a ...",Software Engineer  ( python coding ),"python, debugging, telecom, java, programming",Bengaluru / Bangalore,few days ago
CONNECTING 2 WORK,Job Description4  years of experience developing great web applicationsExperience with data analytics and machine learningYou have expertise in Django...,Python  /  ML Developer,"python, django, machine, learning, nosql",Bengaluru / Bangalore,few days ago
krazy mantra hr solutions,"Hiring For Python developer:Python developerDesired ProfileSkills : Python ,  Django , OOPS , PL / SQL ,  Rest API ,  Pandas Knowledge ,  Shell script...",Hiring For Python developer,"python, django, oops, pl, /, sql, rest, api, html5, shell, scripting, unix, docker","Chennai,  Bengaluru / Bangalore,  Hyderabad/Secunderabad",1 day ago
seven star websolutions,Expired: Sr. Python DeveloperFull TimeNew DelhiJob Summary Must have good knowledge and work experience in python ( atleast 2 years )  Should have wor...,Expired:Sr. Python Developer,"bi, security, java, python, scripting, html, python, svn, machine, learning, javascript, ruby, django, unix","Delhi,  Delhi/NCR",few days ago
Sparks To Ideas,IT Services Company with expert professionals that provides strategic business solutions and customized software. It is a team of dedicated and highly...,Python job for amdavai's,"Django, Advance, Python, Core, python, Phycharm, Numphy, Pandas, Machine, learning",Ahmedabad,5 days ago
krazy mantra hr solutions,"Hiring For Python TestDesired ProfileSkills: Embedded Testing with Python ,  Python   PyTest Framework or similar   Embedded Firmware Testing knowledg...",Hiring For Python Test,"embedded, testing, python, pytest, framework, firmware, testing, rtos, linux, agile, jira",Pune,1 day ago
Span Idea Systems Pvt Ltd,Job Description Work with back-end development and server-side engineering. Design and architect features that will be used by millions of people on r...,PYTHON DEVELOPER  SERVER SIDE,"python, software, design, machine, learning, django, postgresql, cassandra, distributed, databases, technical, skills",,1 day ago
EastSons' Pvt. Ltd.,"Python Developer  ( Openings-05 ) Desired Candidate Profile1. Key understanding of Object-Oriented Programming ,  Web Architecture ,  Rest Framework ,...",Python Developer  ( Openings-05 ),"rest, security, compliance, python, css, html5, mobile, storage, javascript, database, git, debugging, mysql",,1 day ago
AIR Worldwide,Sr. Python DeveloperFull-timeVerisk Business: Verisk AnalyticsCompany DescriptionWe help the world see new possibilities and inspire change for better...,Sr. Python Developer,"**, python, development, aws, environment, restful, services, object, oriented, programming, cloud, applications, **, git, big, data, django, infrastructure","UK,  Spain,  null",1 day ago
krazy mantra hr solutions,Sure! Heres the job description formatted in Markdown:# Hiring For Python   Spark / Scala Desired Profile Skills:PythonSpark / ScalaKafkaCloud storage...,Hiring For Python   Spark / Scala,"python, programming, spark, /, scala, development, kafka, integration, azure, cloud, storage, data, processing","Mumbai,  Pune",1 day ago
krazy mantra hr solutions,"Hiring For Python SnowflakeDesired ProfileSkills: Snowflake development experience with python  ( mandatory )  ,  Build ,  monitor and optimize ETL pr...",Hiring For Python Snowflake,"1, ), snowflake, development, 2, ), python, 3, ), etl, process, 4, ), snowflake, procedures, 5, ), data, loading",Hyderabad/Secunderabad,1 day ago
CONNECTING 2 WORK,Job Description Job briefWe are looking for a Python django Developer to join our engineering team and help us develop and maintain various software p...,Python Django Developer,"python, html5, javascript, security, django, debugging",Thiruvananthapuram,few days ago
CONNECTING 2 WORK,"Write clean ,  structured codeWork with front-end team to design APIsUse the Django rest framework to implement REST APIsImprove scalability of applic...",Senior Python Developer,"rest, python, django, rest, api, api",Cochin/ Kochi/ Ernakulam,few days ago
Infocom Software,Full Stack Python DeveloperWe are looking for a Full Stack Python Developer to produce scalable software solutions. Youll be part of a cross-functiona...,Full Stack Python Developer,"css, html5, jquery, security, apache, xml, json, mysql, mongodb, python, mobile, team, player, javascript",Cochin/ Kochi/ Ernakulam,Posted 2 days ago
krazy mantra hr solutions,: Hiring For Python Automation LeadDesired ProfileSkills:PythonStrong AutomationPython scripts for testingAutomation ToolsAutomation Testing and medic...,Hiring For Python Automation Lead,"python, automation, automation, tools, python, scripting, testing, automation, scm, tools, git, svn",Bengaluru / Bangalore,few days ago
Wipro Technologies Ltd,Requirement Name  /  TitlePython Developer /  Software EngineerExperience6 - 11 YearsLocationHyderabadInterview Process2 Technical Assessment RoundsMa...,Python  &  oops Developer,"**, python, programming, mysql, /, sql, expertise, django, framework, api, development, agile, methodologies, **, hive, html5, software, design, docker, database, oops, software, engineer, shell, scripting, rest, unix","Bengaluru / Bangalore,  Hyderabad/Secunderabad",Posted today
Wipro Technologies Ltd,Requirement Name  /  TitlePython Developer /  Software EngineerExperience6 - 11 YearsLocationHyderabadInterview Process2 Technical Assessment RoundsMa...,Python  &  oops Developer,"**, python, programming, django, framework, mysql, /, sql, expertise, restful, services, agile, methodologies, **, hive, html5, software, design, docker, database, oops, software, engineer, shell, scripting, api, unix","Bengaluru / Bangalore,  Hyderabad/Secunderabad",Posted today
Maverick Console Services Pvt. Ltd.,Python Django Developer Skill Required:5  years experience of Python coding skills2  years experience developing Angular JS applications into producti...,Python Django Developer,"python, svn, database, django, git, infrastructure, mysql",Indore,few days ago
appriffy digital it hub,"xpert in Python ,  with knowledge of at least one Python web framework Flask ,  Django. Expert in server programming ,  you should be able to implemen...",Sr. Python Developer,"python, os, django, git, linux, debugging",Bengaluru / Bangalore,few days ago
Analytics Vidhya,Java /  Python Developer- Bangalore  ( 2 years of experience ) Java /  Python Developer- Bangalore  ( 2 years of experience )  A Client of Analytics V...,Java /  Python Developer,"python, java, git, big, data, machine, learning",Bengaluru / Bangalore,few days ago
NityaObject Inc.,Location: PuneDuration: FulltimeSpecific Skills  &  Experience:2-5 years of experience in software development using Java or Python.Object oriented co...,Software Developer  ( Java  /  Python  ),"rest, python, java, linux, problem, solving, storage",Pune,few days ago
VOYAGERMAN TECHNOLOGY PRIVATE LIMITED,We are looking for a Python Developer to join our engineering team and help us develop and maintain various software products.Python Developer respons...,Python full stack developer,"python, html5, javascript, security, django, debugging",Kolkata,few days ago
krazy mantra hr solutions,"Hiring For Snowflake  Python Job Description Snowflake  Python Desired Profile Skills: Snowflake DB ,  Snowflake ,  Teradata  /  Oracle  /  SQL ,  Scr...",Hiring For Snowflake  Python,"snowflake, db, snowflake, teradata, /, oracle, /, sql, scripts, unix, python, cloud, computing, architecture, etl, tools, git, snowflake, architecture, and, warehouse, implementation, and, management","Chennai,  Bengaluru / Bangalore,  Bhubaneshwar,  Hyderabad/Secunderabad",1 day ago
